documentation:README.md	README.md	["25","26","27","66","67","9"]	current	rewrite_current_authority
documentation:docs/superpowers/plans/2026-07-22-p2-8-slice-5-investor-profile-workspace.md	docs/superpowers/plans/2026-07-22-p2-8-slice-5-investor-profile-workspace.md	["2199","2201","2202","2294","2347","2453","2476","2507"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-23-i18n-3-explore.md	docs/superpowers/plans/2026-07-23-i18n-3-explore.md	["1667","1791","396","760","761","765"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-24-i18n-4-5-remaining-surfaces.md	docs/superpowers/plans/2026-07-24-i18n-4-5-remaining-surfaces.md	["1376","1544","1548","1549","1644","1711","1712","1790","395"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-25-calibration-anthropic-refusal.md	docs/superpowers/plans/2026-07-25-calibration-anthropic-refusal.md	["450","464","472","499"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-25-i18n-6-release.md	docs/superpowers/plans/2026-07-25-i18n-6-release.md	["1060","1065","1069","1070","1079","1421","1525","174","200","202","203","204","275","28","388","397","589","594","607","855","864"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-25-sa-extension-reliability-control-clarity.md	docs/superpowers/plans/2026-07-25-sa-extension-reliability-control-clarity.md	["1899"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-26-coverage-v2-session-truth.md	docs/superpowers/plans/2026-07-26-coverage-v2-session-truth.md	["1182","1193","1465","1524","1593","1712","1716","1736","1766","1799","1832","1883","1914","239","274","319","370","438","470","575","622"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-26-legacy-scheduler-iv-domain-retirement.md	docs/superpowers/plans/2026-07-26-legacy-scheduler-iv-domain-retirement.md	["1023","1149","1158","122","1264","1273","1278","1283","1327","1330","1339","1362","1367","1373","1418","1505","1683","1699","1732","1774","1789","217","218","223","226","243","273","316","317","38","423","427","433","49","491","492","494","50","502","503","518","521","522","523","526","644","646","65","668","678","689","705","719","729","787","801","884"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-27-sa-feed-store-truth.md	docs/superpowers/plans/2026-07-27-sa-feed-store-truth.md	["109","1135","1140","1142","1149","1152","1174","1199","1242","1265","1306","140","218","324","613","615","667","674","678","695","799","816","846"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-28-price-collection-partial-truth.md	docs/superpowers/plans/2026-07-28-price-collection-partial-truth.md	["1282","143","1949","1951","1955","3193","3195","3199","3200","3271"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-29-query-route-harness-termination.md	docs/superpowers/plans/2026-07-29-query-route-harness-termination.md	["79"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-31-eir-002-green-backend-baseline.md	docs/superpowers/plans/2026-07-31-eir-002-green-backend-baseline.md	["1831","1936","1971","1985","2065","384","619"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-07-31-eir-005-machine-state-observer.md	docs/superpowers/plans/2026-07-31-eir-005-machine-state-observer.md	[]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-01-scripts-retirement-tranche-a.md	docs/superpowers/plans/2026-08-01-scripts-retirement-tranche-a.md	["1244","1258","1263","1296","1424","1480","254","273","292","411","449","487","529","705","711","848"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-03-eir-006-valuation-price-truth.md	docs/superpowers/plans/2026-08-03-eir-006-valuation-price-truth.md	["1549","1577","1648","1652","1671","1697","1760","1812","1843","2078","2084","2151","236","249","2705","337","355","509","908","909"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-08-scripts-tranche-b-legacy-score-retirement.md	docs/superpowers/plans/2026-08-08-scripts-tranche-b-legacy-score-retirement.md	["1043","150","214","303","331","339","473","474","489","491","703","784","799","827","936","937"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-09-provider-smoke-candidate-truth.md	docs/superpowers/plans/2026-08-09-provider-smoke-candidate-truth.md	["419"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-09-settings-navigation-warm-cache.md	docs/superpowers/plans/2026-08-09-settings-navigation-warm-cache.md	["388","463","537","618","636","743"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-13-macro-refresh-scheduler.md	docs/superpowers/plans/2026-08-13-macro-refresh-scheduler.md	["1059","1064","1068","114","145","265","29","290","733","745","746","748","749","75","823","930"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-14-sa-health-diagnostics.md	docs/superpowers/plans/2026-08-14-sa-health-diagnostics.md	["126","968","969","970"]	historical	retire_pg_only
documentation:docs/superpowers/plans/2026-08-14-settings-schedule-surface-ownership.md	docs/superpowers/plans/2026-08-14-settings-schedule-surface-ownership.md	["123","140","190","207","463","464","611","759","97","98"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-06-25-intraday-behavior-layer-design.md	docs/superpowers/specs/2026-06-25-intraday-behavior-layer-design.md	["296"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-06-27-news-identity-repair-design.md	docs/superpowers/specs/2026-06-27-news-identity-repair-design.md	["102","157","47"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-06-28-news-article-normalization-design.md	docs/superpowers/specs/2026-06-28-news-article-normalization-design.md	["10","18","409","478","486","487","496","545","547","568","572","59"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-06-29-news-normalization-n7-migration-design.md	docs/superpowers/specs/2026-06-29-news-normalization-n7-migration-design.md	["229","263","265","266","270"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-06-30-news-n8-pg-exit-design.md	docs/superpowers/specs/2026-06-30-news-n8-pg-exit-design.md	["1","100","103","118","13","14","15","16","166","168","169","178","19","21","219","220","222","225","23","230","232","233","237","238","240","242","243","244","248","249","297","309","317","319","320","321","322","338","340","341","48","53","54","78","8","80","82"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-11-model-routing-settings-ux-design.md	docs/superpowers/specs/2026-07-11-model-routing-settings-ux-design.md	["495","516"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-12-ai-execution-usage-observability-design.md	docs/superpowers/specs/2026-07-12-ai-execution-usage-observability-design.md	["38"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-12-fixed-ai-task-runtime-limits-design.md	docs/superpowers/specs/2026-07-12-fixed-ai-task-runtime-limits-design.md	["221"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-12-p2-8-settings-stabilization-design.md	docs/superpowers/specs/2026-07-12-p2-8-settings-stabilization-design.md	["138","158","171","201","351","352","58"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-13-portfolio-1-1-observation-activity-design.md	docs/superpowers/specs/2026-07-13-portfolio-1-1-observation-activity-design.md	["6","991"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-14-ibkr-news-partial-retry-design.md	docs/superpowers/specs/2026-07-14-ibkr-news-partial-retry-design.md	["238","29","319","6"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-17-ibkr-news-10172-retry-recalibration-design.md	docs/superpowers/specs/2026-07-17-ibkr-news-10172-retry-recalibration-design.md	["15","211"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-17-news-content-availability-design.md	docs/superpowers/specs/2026-07-17-news-content-availability-design.md	["221"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-22-p2-8-slice-5-investor-profile-workspace-design.md	docs/superpowers/specs/2026-07-22-p2-8-slice-5-investor-profile-workspace-design.md	["696"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-23-i18n-3-explore-design.md	docs/superpowers/specs/2026-07-23-i18n-3-explore-design.md	["809"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-25-i18n-6-release-design.md	docs/superpowers/specs/2026-07-25-i18n-6-release-design.md	["17","19","483","659","801"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-26-coverage-v2-session-truth-design.md	docs/superpowers/specs/2026-07-26-coverage-v2-session-truth-design.md	["692","769","841","853","934"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-26-legacy-scheduler-iv-domain-retirement-design.md	docs/superpowers/specs/2026-07-26-legacy-scheduler-iv-domain-retirement-design.md	["144","167","172","228","267","291","30","31","381","396","402","406","488","512","519","522","53","543","721","740","85","879","895","945","960","961","97","973"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-27-sa-feed-store-truth-design.md	docs/superpowers/specs/2026-07-27-sa-feed-store-truth-design.md	["382","429","86"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-28-price-collection-partial-truth-design.md	docs/superpowers/specs/2026-07-28-price-collection-partial-truth-design.md	["624"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-29-query-route-harness-termination-design.md	docs/superpowers/specs/2026-07-29-query-route-harness-termination-design.md	["180"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-31-eir-002-green-backend-baseline-design.md	docs/superpowers/specs/2026-07-31-eir-002-green-backend-baseline-design.md	["101","109","255","261","285"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-07-31-eir-005-machine-state-observer-design.md	docs/superpowers/specs/2026-07-31-eir-005-machine-state-observer-design.md	[]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-08-01-eir-006-valuation-price-truth-design.md	docs/superpowers/specs/2026-08-01-eir-006-valuation-price-truth-design.md	["211","442","631","649","651","89"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-08-08-scripts-tranche-b-product-decision-design.md	docs/superpowers/specs/2026-08-08-scripts-tranche-b-product-decision-design.md	["240","364"]	historical	retire_pg_only
documentation:docs/superpowers/specs/2026-08-14-settings-schedule-surface-ownership-design.md	docs/superpowers/specs/2026-08-14-settings-schedule-surface-ownership-design.md	["239","240"]	historical	retire_pg_only
